"","X","X1","Agent_Bias_Rate","Agent_Count","Annealing_Rate_Group","Annealing_Rate_Individual","Distance_Matrix_Scaling_Homophily","Facts_per_Interaction","Generation_Mechanism_Group","Generation_Mechanism_Knowledge","Group_Count","Group_File_Name","Group_Flip_To_Negative_Rate","Group_Flip_To_Positive_Rate","Groups_Per_Agent","Homophily","Homophily_Clusters","Homophily_File_Name","Homophily_Generation_Mechanism","Interactions_per_Turn","Knowledge_Count","Knowledge_File_Name","Mean_Knowledge","Memory_Rate_Group","Memory_Rate_Individual","Number_Turns","Repetition","agent_core_mean","KB_mean","GO_mean","group_mean","max_SCC","n_edges_max_SCC","avg_pl_SCC","unweighted_CC_SCC","n_edges_total","unweighted_CC_Total","reciprocity_SCC","reciprocity_Total","max_WCC","mean_edge_weight","sd_edge_weight","mean_weighted_CC_SCC","mean_weighted_CC_Total","ingroup_Total","outgroup_Total","prop_mean","count_mean"
"46",1,1,0.1,1000,25,6,"exp",1,"uniform","group_based",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,5,20.25975,235,1,2,1000,20835,3.63891891891892,0.158957493367515,20835,0.158957493367515,0.0910007199424046,0.0910007199424046,1000,2.17240220782337,0.432699791546538,0.157196351032189,0.157196351032189,20815,20,0.967847551144184,0.967847551144184
"47",1,1,0.1,1000,25,6,"exp",1,"uniform","group_based",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,6,20.2278387096774,234,1,2,1000,20850,4.01302302302302,0.159622244690584,20850,0.159622244690584,0.0831654676258993,0.0831654676258993,1000,2.16935251798561,0.428549497862524,0.158384193350785,0.158384193350785,20837,13,0.967835199814238,0.967835199814238
"48",1,1,0.1,1000,25,6,"exp",1,"uniform","group_based",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,7,20.2396048387097,235,1,2,1000,20832,3.56380580580581,0.158915305456668,20832,0.158915305456668,0.0870775729646697,0.0870775729646697,1000,2.17242703533026,0.42882562436858,0.157305464172305,0.157305464172305,20807,25,0.968164001024696,0.968164001024696
"49",1,1,0.1,1000,25,6,"exp",1,"uniform","group_based",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,8,20.2341935483871,235,1,2,1000,20729,3.69112112112112,0.156966764084787,20729,0.156966764084787,0.084519272516764,0.084519272516764,1000,2.17005161850548,0.42757879084871,0.156185438706993,0.156185438706993,20709,20,0.967868377336034,0.967868377336034
"50",1,1,0.1,1000,25,6,"exp",1,"uniform","group_based",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,9,20.2150161290323,235,1,2,1000,20817,3.50170970970971,0.158761458111277,20817,0.158761458111277,0.0819522505644425,0.0819522505644425,1000,2.16745928808186,0.425019606736022,0.156895642576276,0.156895642576276,20789,28,0.965675885222487,0.965675885222487
"51",1,1,0.1,1000,25,6,"exp",1,"uniform","uniform",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,1,19.8278709677419,243,1,3,1000,19107,3.08015215215215,0.142296491138618,19107,0.142296491138618,0.0797613440100487,0.0797613440100487,1000,2.16266289841419,0.414110716005866,0.14196455153683,0.14196455153683,18960,147,0.927847097569565,0.927847097569565
"52",1,1,0.1,1000,25,6,"exp",1,"uniform","uniform",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,10,19.7982016129032,242,1,3,1000,19318,3.09904104104104,0.145577619575549,19318,0.145577619575549,0.078476032715602,0.078476032715602,1000,2.16362977533906,0.414806352652688,0.144633433658616,0.144633433658616,19183,135,0.929570412485993,0.929570412485993
"53",1,1,0.1,1000,25,6,"exp",1,"uniform","uniform",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,2,19.8065,242,1,3,1000,19211,3.07202202202202,0.143821861797784,19211,0.143821861797784,0.0749570558534173,0.0749570558534173,1000,2.16204257977201,0.41613485438163,0.143263125188749,0.143263125188749,19066,145,0.929403899162917,0.929403899162917
"54",1,1,0.1,1000,25,6,"exp",1,"uniform","uniform",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,3,19.8154758064516,242,1,3,1000,19450,3.05712712712713,0.145741516684397,19450,0.145741516684397,0.0793830334190231,0.0793830334190231,1000,2.16344473007712,0.419179325173032,0.144549949821258,0.144549949821258,19302,148,0.930099541791172,0.930099541791172
"55",1,1,0.1,1000,25,6,"exp",1,"uniform","uniform",4,"groups.csv",0,0,1,"off",1,"homophily.csv","normal",2,500,"knowledge.csv",0.4,-1,-1,150,4,19.8086935483871,242,1,3,1000,19233,3.14864464464464,0.145190851860706,19233,0.145190851860706,0.0767430978006551,0.0767430978006551,1000,2.16014142359486,0.415909459899148,0.144672732081168,0.144672732081168,19125,108,0.931341857169439,0.931341857169439
